Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8115        -331.5597    -334.6456       3.0859   327.0
0.8120        -331.5670    -334.6594       3.0924   327.7
0.8125        -331.5749    -334.6944       3.1195   330.6
0.8130        -331.5828    -334.7416       3.1588   334.8
0.8135        -331.5910    -334.7887       3.1977   338.9
0.8140        -331.5982    -334.8232       3.2249   341.8
0.8145        -331.6050    -334.8415       3.2365   343.0
0.8150        -331.6115    -334.8484       3.2369   343.0
0.8155        -331.6184    -334.8537       3.2353   342.9
0.8160        -331.6255    -334.8636       3.2381   343.2
0.8165        -331.6331    -334.8777       3.2446   343.9
0.8170        -331.6408    -334.8890       3.2482   344.2
0.8175        -331.6480    -334.8903       3.2423   343.6
0.8180        -331.6552    -334.8803       3.2251   341.8
0.8185        -331.6620    -334.8599       3.1979   338.9
0.8190        -331.6691    -334.8314       3.1624   335.1
0.8195        -331.6759    -334.7949       3.1190   330.5
0.8200        -331.6820    -334.7511       3.0691   325.3
0.8205        -331.6877    -334.7047       3.0169   319.7
0.8210        -331.6932    -334.6613       2.9680   314.5
0.8215        -331.6986    -334.6245       2.9259   310.1
0.8220        -331.7035    -334.5951       2.8916   306.4
0.8225        -331.7078    -334.5720       2.8642   303.5
0.8230        -331.7116    -334.5545       2.8429   301.3
0.8235        -331.7147    -334.5450       2.8303   299.9
0.8240        -331.7174    -334.5494       2.8320   300.1
0.8245        -331.7203    -334.5713       2.8510   302.1
0.8250        -331.7230    -334.6070       2.8840   305.6
0.8255        -331.7258    -334.6450       2.9192   309.4
0.8260        -331.7282    -334.6691       2.9409   311.7
0.8265        -331.7291    -334.6677       2.9385   311.4
0.8270        -331.7289    -334.6423       2.9133   308.7
0.8275        -331.7282    -334.6052       2.8770   304.9
0.8280        -331.7271    -334.5729       2.8457   301.6
0.8285        -331.7262    -334.5598       2.8336   300.3
0.8290        -331.7253    -334.5726       2.8473   301.8
0.8295        -331.7246    -334.6097       2.8851   305.8
0.8300        -331.7233    -334.6611       2.9378   311.3
0.8305        -331.7220    -334.7141       2.9921   317.1
0.8310        -331.7200    -334.7540       3.0340   321.5
0.8315        -331.7176    -334.7695       3.0519   323.4
0.8320        -331.7138    -334.7557       3.0419   322.4
0.8325        -331.7092    -334.7221       3.0129   319.3
0.8330        -331.7040    -334.6881       2.9841   316.2
0.8335        -331.6992    -334.6760       2.9769   315.5
0.8340        -331.6950    -334.7002       3.0052   318.5
0.8345        -331.6914    -334.7591       3.0677   325.1
0.8350        -331.6879    -334.8379       3.1501   333.8
0.8355        -331.6836    -334.9158       3.2322   342.5
0.8360        -331.6788    -334.9758       3.2970   349.4
0.8365        -331.6733    -335.0091       3.3359   353.5
0.8370        -331.6674    -335.0174       3.3500   355.0
0.8375        -331.6615    -335.0083       3.3468   354.7
0.8380        -331.6557    -334.9923       3.3366   353.6
0.8385        -331.6502    -334.9789       3.3288   352.8
0.8390        -331.6450    -334.9765       3.3315   353.1
0.8395        -331.6402    -334.9912       3.3510   355.1
0.8400        -331.6361    -335.0250       3.3889   359.1
0.8405        -331.6315    -335.0737       3.4422   364.8
0.8410        -331.6281    -335.1309       3.5029   371.2
0.8415        -331.6246    -335.1825       3.5580   377.1
0.8420        -331.6214    -335.2158       3.5944   380.9
0.8425        -331.6177    -335.2218       3.6041   381.9
0.8430        -331.6143    -335.2029       3.5886   380.3
0.8435        -331.6110    -335.1694       3.5584   377.1
0.8440        -331.6081    -335.1341       3.5260   373.7
0.8445        -331.6060    -335.1089       3.5029   371.2
0.8450        -331.6048    -335.0979       3.4931   370.2
0.8455        -331.6043    -335.0972       3.4929   370.2
0.8460        -331.6042    -335.0981       3.4938   370.3
0.8465        -331.6037    -335.0922       3.4886   369.7
0.8470        -331.6034    -335.0788       3.4753   368.3
0.8475        -331.6035    -335.0581       3.4545   366.1
0.8480        -331.6039    -335.0307       3.4268   363.2
0.8485        -331.6041    -334.9996       3.3955   359.8
0.8490        -331.6047    -334.9720       3.3673   356.9
0.8495        -331.6052    -334.9548       3.3497   355.0
0.8500        -331.6059    -334.9548       3.3490   354.9
0.8505        -331.6070    -334.9760       3.3690   357.0
0.8510        -331.6091    -335.0148       3.4056   360.9
0.8515        -331.6118    -335.0585       3.4467   365.3
0.8520        -331.6144    -335.0903       3.4759   368.4
0.8525        -331.6170    -335.0966       3.4796   368.8
0.8530        -331.6191    -335.0723       3.4532   366.0
0.8535        -331.6205    -335.0244       3.4039   360.7
0.8540        -331.6221    -334.9721       3.3500   355.0
0.8545        -331.6239    -334.9372       3.3133   351.1
0.8550        -331.6267    -334.9352       3.3086   350.6
0.8555        -331.6305    -334.9669       3.3364   353.6
0.8560        -331.6350    -335.0197       3.3847   358.7
0.8565        -331.6396    -335.0757       3.4362   364.2
0.8570        -331.6438    -335.1168       3.4729   368.1
0.8575        -331.6477    -335.1312       3.4835   369.2
0.8580        -331.6515    -335.1176       3.4662   367.3
0.8585        -331.6550    -335.0825       3.4274   363.2
0.8590        -331.6584    -335.0399       3.3815   358.4
0.8595        -331.6623    -335.0073       3.3450   354.5
0.8600        -331.6665    -334.9979       3.3315   353.1
0.8605        -331.6713    -335.0197       3.3485   354.9
0.8610        -331.6771    -335.0721       3.3950   359.8
0.8615        -331.6838    -335.1426       3.4588   366.6
0.8620        -331.6907    -335.2092       3.5185   372.9
0.8625        -331.6977    -335.2499       3.5521   376.4
0.8630        -331.7044    -335.2507       3.5463   375.8
0.8635        -331.7107    -335.2099       3.4992   370.8
0.8640        -331.7160    -335.1381       3.4221   362.7
0.8645        -331.7212    -335.0597       3.3384   353.8
0.8650        -331.7273    -335.0021       3.2748   347.1
0.8655        -331.7346    -334.9799       3.2452   343.9
0.8660        -331.7425    -334.9881       3.2456   344.0
0.8665        -331.7510    -335.0079       3.2569   345.2
0.8670        -331.7588    -335.0158       3.2570   345.2
0.8675        -331.7656    -334.9984       3.2328   342.6
0.8680        -331.7717    -334.9566       3.1850   337.5
0.8685        -331.7773    -334.9009       3.1237   331.0
0.8690        -331.7828    -334.8460       3.0632   324.6
0.8695        -331.7885    -334.8043       3.0158   319.6
0.8700        -331.7943    -334.7819       2.9877   316.6
0.8705        -331.8000    -334.7793       2.9793   315.7
0.8710        -331.8056    -334.7915       2.9859   316.4
0.8715        -331.8110    -334.8100       2.9990   317.8
0.8720        -331.8161    -334.8234       3.0073   318.7
0.8725        -331.8208    -334.8205       2.9996   317.9
0.8730        -331.8247    -334.7936       2.9689   314.6
0.8735        -331.8274    -334.7445       2.9171   309.1
0.8740        -331.8289    -334.6866       2.8576   302.8
0.8745        -331.8304    -334.6412       2.8108   297.9
0.8750        -331.8322    -334.6249       2.7927   296.0
0.8755        -331.8344    -334.6409       2.8065   297.4
0.8760        -331.8365    -334.6779       2.8414   301.1
0.8765        -331.8380    -334.7178       2.8797   305.2
0.8770        -331.8383    -334.7457       2.9074   308.1
0.8775        -331.8375    -334.7584       2.9209   309.5
0.8780        -331.8363    -334.7640       2.9278   310.3
0.8785        -331.8345    -334.7740       2.9396   311.5
0.8790        -331.8329    -334.7996       2.9667   314.4
0.8795        -331.8312    -334.8459       3.0147   319.5
0.8800        -331.8299    -334.9114       3.0815   326.6
0.8805        -331.8284    -334.9881       3.1597   334.9
0.8810        -331.8269    -335.0651       3.2381   343.2
0.8815        -331.8250    -335.1296       3.3046   350.2
0.8820        -331.8228    -335.1729       3.3501   355.0
0.8825        -331.8203    -335.1916       3.3713   357.3
0.8830        -331.8178    -335.1898       3.3720   357.4
0.8835        -331.8144    -335.1771       3.3627   356.4
0.8840        -331.8119    -335.1690       3.3571   355.8
0.8845        -331.8100    -335.1756       3.3655   356.7
0.8850        -331.8089    -335.1977       3.3888   359.1
0.8855        -331.8084    -335.2269       3.4185   362.3
0.8860        -331.8080    -335.2495       3.4414   364.7
0.8865        -331.8071    -335.2526       3.4455   365.1
0.8870        -331.8059    -335.2331       3.4272   363.2
0.8875        -331.8042    -335.1980       3.3938   359.7
0.8880        -331.8031    -335.1617       3.3586   355.9
0.8885        -331.8022    -335.1372       3.3350   353.4
0.8890        -331.8018    -335.1330       3.3312   353.0
0.8895        -331.8020    -335.1504       3.3484   354.9
0.8900        -331.8028    -335.1827       3.3798   358.2
0.8905        -331.8038    -335.2167       3.4129   361.7
0.8910        -331.8049    -335.2386       3.4337   363.9
0.8915        -331.8055    -335.2385       3.4329   363.8
0.8920        -331.8063    -335.2153       3.4090   361.3
0.8925        -331.8069    -335.1722       3.3653   356.6
0.8930        -331.8072    -335.1187       3.3114   350.9
0.8935        -331.8078    -335.0695       3.2617   345.7
0.8940        -331.8085    -335.0372       3.2288   342.2
0.8945        -331.8099    -335.0289       3.2190   341.1
0.8950        -331.8120    -335.0405       3.2285   342.1
0.8955        -331.8143    -335.0564       3.2421   343.6
0.8960        -331.8161    -335.0596       3.2435   343.7
0.8965        -331.8169    -335.0407       3.2238   341.6
0.8970        -331.8172    -335.0013       3.1841   337.4
0.8975        -331.8171    -334.9526       3.1356   332.3
